case_id,claim_index,claim,quote,evidence_id,assistant_assessment,reason,human_verdict
dev-04,2,It says this weakening restricts how much recycled material can be included in products such as plastic bags or cups without compromising their strength.,"— the process weakens the plastic over time, and therefore restricts how much postconsumer recycled content can be put in a plastic bag or cup",07bb2e0a00453b2f513e03e0cf0b6c25e19307a74a91cf609b71c81b0e1114fa,partial,引文支持限制塑料袋/杯中的回收材料比例，但停在 cup，未包含 without compromising strength。完整 evidence 支持强度限制；本条短引文未覆盖这个关键条件。,
dev-07,1,"ExxonMobil marks the Baytown CCS capacity as prospective through conditional language: the facility is still a plan to build, and its CCS portion “could capture up to 10 million metric tons of CO2 a year.”",area. The CCS portion of the process could capture up to 10 million metric tons of CO2 a year and will be one of the,63eb9019881347c2d291ea3455f6fd40039975e33c9cd489ba10b8807989409c,partial,短引文支持 CCS 部分每年最多 1000 万公吨 CO2 的 could 口径；完整 evidence 也支持 plan to build。单个 claim 同时带入计划状态和能力两个细节，quote 未包含 plan to build。归属 ExxonMobil/Baytown 正确，未当作已完成产能。,
dev-08,1,该广告称，Enbridge计划在Ingleside Energy Center建设低碳氢和氨生产及出口中心，并将其与碳捕集与封存设施结合起来。,"deliver electricity to the local grid. Enbridge also announced plans to develop a low-carbon hydrogen and ammonia production and export hub at the site, including",cd29b694bc8582a880b968e480921ac491777db5f22f1e9ff8d5a88898aad8ee,partial,同篇完整 evidence 支持 Ingleside 的低碳氢/氨中心规划及与 CCS 设施结合，但 quote 只写 at the site 并截在 including，未包含 CCS 或地点名称。公司和文章归属正确，计划限定保留；引用窗口需覆盖核心连接。,
dev-08,2,广告进一步称，这些CCS设施的规划目标是封存生产过程中产生的二氧化碳的最高95%。,"a low-carbon hydrogen and ammonia production and export hub at the site, including carbon capture and storage facilities to sequester up to 95% of the",cd29b694bc8582a880b968e480921ac491777db5f22f1e9ff8d5a88898aad8ee,partial,完整 evidence 支持“生产过程中产生的 CO2 的最高 95%”，回答也保留规划目标和最高值。但 quote 截在 95% of the，遗漏 carbon dioxide generated in production，不能单凭该短引文确认百分比的分母和生产阶段限制。,
dev-08,3,“计划开发”低碳氢和氨中心及其CCS设施，属于广告所描述的规划，而非已完成的设施。,"deliver electricity to the local grid. Enbridge also announced plans to develop a low-carbon hydrogen and ammonia production and export hub at the site, including",cd29b694bc8582a880b968e480921ac491777db5f22f1e9ff8d5a88898aad8ee,partial,引文支持氢/氨中心 plans to develop，完整 evidence 支持其包含 CCS；但 quote 在 including 结束而未包含 CCS。本条把 CCS 设施一并列入规划，内容有据，但这条短引文未完整覆盖，且与第1条重复。,
dev-08,4,该广告还称，Enbridge已签署协议，联合开发和营销大型、超低碳氢和氨生产及出口设施；该项目将设在Corpus Christi附近的Ingleside Energy Center。,"entered into an agreement to jointly develop and market utility scale, ultra-low carbon hydrogen and ammonia production and export facilities to meet growing global and",cd29b694bc8582a880b968e480921ac491777db5f22f1e9ff8d5a88898aad8ee,partial,引文支持达成联合开发/营销协议及低碳氢/氨设施；具体 Ingleside Energy Center near Corpus Christi 只在完整 evidence 的下一句。回答将协议已达成与设施将设在某处区分得当，无公司错归，但一个 quote 未覆盖本条加入的地点。,
dev-01,1,The digesters are fed daily with livestock slurry.,"project in Adilabad district, India. A biogas digester is a concrete structure with a fermentation chamber that is fed with livestock slurry each day. As",f3f7d517d5800644716ec19a1aaa57bd0345990cb94b06b14cee3de86e3a6c80,supported,短引文明确说明每天投入 livestock slurry；对应 Total/GoodPlanet 的 Adilabad 项目，无跨文章或原料错归。题目已有广告语境；建议成稿仍加“广告称”，不将其当独立现场核验。,
dev-01,2,"The project is in Adilabad district, India.","carbon emissions of all Total employee air travel through a biogas digester project in Adilabad district, India. A biogas digester is a concrete structure with",f3f7d517d5800644716ec19a1aaa57bd0345990cb94b06b14cee3de86e3a6c80,supported,"短引文明确给出 Total 员工航空排放项目位于 Adilabad district, India；完整 evidence 同时说明 GoodPlanet 合作关系。回答覆盖地点要求，没有把规划减排量写成实测结果。",
dev-02,1,The advertisement describes blue hydrogen as a low-carbon fuel produced from natural gas together with carbon capture and storage (CCS).,plan to build a world-scale blue hydrogen facility. Blue hydrogen is a low-carbon fuel produced from natural gas in combination with carbon capture and storage,63eb9019881347c2d291ea3455f6fd40039975e33c9cd489ba10b8807989409c,supported,引文明确连接 blue hydrogen、natural gas、carbon capture and storage；完整 evidence 确认该语境属于 ExxonMobil Baytown。回答以 advertisement describes 归因，未将低碳表述升为外部验证。,
dev-02,2,"It says the Baytown facility was a recently announced plan to build, rather than describing it as already completed.",and chemical complexes. It's also the site of the company's recently announced plan to build a world-scale blue hydrogen facility. Blue hydrogen is a low-carbon,63eb9019881347c2d291ea3455f6fd40039975e33c9cd489ba10b8807989409c,supported,引文直接包含 recently announced plan to build；完整 evidence 确认 Baytown 身份。回答正确把新氢设施限定为文章描述中的计划，没有与已有炼化基地混淆。,
dev-03,1,The article acknowledges that carbon capture and storage still faces economic challenges despite proven technology.,"goal of meeting future energy demand while remaining on a low-carbon path, but it still faces economic challenges despite the existence of proven technology. CCS",67f870082c904a4e2d750c68854f7ac9bba8ac30b2fc8b0967093aad5a9dc0ad,supported,引文直接支持经济挑战与技术已获证明并存的让步关系；it 的 CCS 指代由同一 evidence 明确。回答保留 article acknowledges，未把广告文章的观察当当前独立技术结论。,
dev-03,2,"It also says that, although carbon capture appears technologically workable, it has had very little successful deployment to date.","Energy Finance. ""In some respects, especially from a technology perspective, it appears workable, but to date it has had very little successful deployment."" Delivery and",67f870082c904a4e2d750c68854f7ac9bba8ac30b2fc8b0967093aad5a9dc0ad,supported,引文直接支持技术上似乎可行但成功部署很少；完整 evidence 将原话归于 Bloomberg New Energy Finance 的 Michel Di Capua。回答称文章转述，没有错归为 Statoil 的直接发言；to date 应按该历史文章时点理解。,
dev-04,3,It also says many mechanically recycled products are brown or gray because removing their color is difficult.,cup without compromising strength. Another issue is many mechanically recycled products are brown or gray because it is hard to strip out the color. Petrochemical,07bb2e0a00453b2f513e03e0cf0b6c25e19307a74a91cf609b71c81b0e1114fa,supported,短引文直接支持机械回收产品常呈棕/灰色及去色困难的原因；对应 AFPM 的 Politico 文本，回答明确归于 advertisement，没有无来源扩展。,
dev-06,1,"At the OGCI CEO meeting, measures involving methane included a target to curb methane emissions by 20% by 2025.","involving methane were announced at the OGCI CEO meeting, including a 20 percent curb in methane emissions by 2025. Methane's warming potential over 20 years",d9808d4eaf37f70d2053c61e4488f33b4e9fa7d6c5919799b2ab43d459f75187,supported,短引文直接给出 OGCI CEO meeting、20 percent 和 by 2025。回答保留 target，不将会议宣布的目标写成实测减排，也没有把它误写为 Total 自身 15% 碳强度目标。宜继续按 2018 年广告时点理解。,
dev-07,4,"Kasawari’s timing is also future-oriented: the advertisement says it may come onstream “as early as 2026,” rather than presenting the capacity as already achieved.","3.3 million tons of carbon dioxide equivalent (MTCO2e) annually when it comes onstream as early as 2026. Believing in thriving together, PETRONAS adopts progressive collaboration",3a1caa866f42772bc29e5e632648956104746b7bd511056d7a48220306a11941,supported,短引文直接包含 when it comes onstream as early as 2026；同一 evidence 属于 PETRONAS Kasawari。回答正确保留未来条件，未声称 2026 已投产或排放目标已实现。,
