review_id,record_id,url,title,source_path,source_row,source_row_basis,source_sha256,body_sha256,body_chars,boundary,prefix_tail_anchor,post_boundary_anchor,resumption_anchors_json,current_boundary_assessment,ai_suggestion,reason,suggested_retained_ranges_json,excluded_navigation_quotes,retained_chars,restored_chars_after_old_boundary,navigation_chars_removed_from_old_prefix,source_integrity_assessment,completeness_assessment,claim_truth_assessment,reviewer_type,decision_applied,human_verdict
pb-11,d340f887-efa7-5746-aaf8-14aabba6b63f,https://www.cnbc.com/advertorial/2018/12/28/using-mollusks-to-monitor-industrial-sites.html,Using mollusks to monitor industrial sites,sources/FA25_SP26/final_dataset_cleaned.csv,80,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,fdd9c9ffd4d1934e15e74c3be0a3bf687ccb7a1989b109e226dba4bc28e35ff7,2998,2050,"aim is to interpret and understand what these animals can tell us.""",For more on the subject: Biogas to offset air travel emissions The,"[{""offset"": 2113, ""text"": ""The principle of high-frequency, non-invasive (HFNI) valvometry involves observing the mollusks' natural""}]",over_excludes_body,adopt_minimal_navigation_exclusions,Biogas 是相关链接标题，不能当成 mollusks 文章主题；后文继续 HFNI 贝类开合监测、传感器布置及同一受访者对技术挑战的说明。,"[[0, 2050], [2113, 2998]]","[{""start"": 2050, ""end"": 2113, ""text"": ""For more on the subject: Biogas to offset air travel emissions ""}]",2935,885,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-12,4f7bf2c4-3f13-5fac-b623-5ea46039ab37,https://www.cnbc.com/advertorial/2019/01/09/lampiris-tanks-up-on-electric-vehicles.html,Lampiris 'tanks up' on electric vehicles,sources/FA25_SP26/final_dataset_cleaned.csv,82,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,085359eeeb35794c9d74ce5ffa714a19a39890ac84df0ef42a6eaa4f9525d29e,2998,1425,"in his gasoline-powered car, an executive sedan, for a smaller electric model.",For more on the subject: Who Wins from the Internal Combustion Engine's,"[{""offset"": 1505, ""text"": ""Lampiris has installed 14 EV charging stations at its headquarters and gradually""}]",over_excludes_body,adopt_minimal_navigation_exclusions,内燃机命运是链接标题；后文继续 Lampiris 车队电动化，包括充电站、进度、员工顾虑及公司政策。,"[[0, 1425], [1505, 2998]]","[{""start"": 1425, ""end"": 1505, ""text"": ""For more on the subject: Who Wins from the Internal Combustion Engine's Demise? ""}]",2918,1493,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-13,29d7b1c7-2492-5319-9dfe-8f4821303260,https://www.cnbc.com/advertorial/2019/01/10/lubricating-electric-vehicles.html,Lubricating electric vehicles,sources/FA25_SP26/final_dataset_cleaned.csv,83,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,725fab9a7be6c582d62d346d27804f551906a1158a7ed8520fc0f5ae3b71312f,2998,1227,"by Total, which recently introduced its first lubricant range for electric vehicles.",For more on the subject: Who Wins from the Internal Combustion Engine's,"[{""offset"": 1307, ""text"": ""Although users aren't always aware of their role, lubricants fulfill a crucial""}]",over_excludes_body,adopt_minimal_navigation_exclusions,链接后继续电动车润滑与冷却液、转速/电压要求及 Total Lubrifiants 产品。,"[[0, 1227], [1307, 2998]]","[{""start"": 1227, ""end"": 1307, ""text"": ""For more on the subject: Who Wins from the Internal Combustion Engine's Demise? ""}]",2918,1691,0,exact_body_from_sha256_bound_baseline_csv,原文末尾省略；前缀 Four key factors 后没有可辨的四项清单。删除导航不能修复缺失清单。,not_assessed,ai,false,
pb-14,c49154b2-8ff9-507c-b212-e079c3d21964,https://www.cnbc.com/advertorial/2019/01/15/ces-2019-the-epicenter-of-innovative-technology.html,CES 2019: The Epicenter of Innovative Technology,sources/FA25_SP26/final_dataset_cleaned.csv,84,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,ff8fa06417840b6baa1ef9b79bfe8a49cdd6e89d6ec92023c69b465c2dd115e7,2996,1616,"work devices, from TV sets to industrial monitoring, vehicles and golf gear.",For more on the subject: Total's Innovation-Boosting Production Pilots For an energy,"[{""offset"": 1687, ""text"": ""For an energy major such as Total, going digital is a key""}, {""offset"": 2952, ""text"": ""Total came to CES 2019 alongside and supp...""}]",over_excludes_body,adopt_minimal_navigation_exclusions,两块相关链接之间及之后继续 CES 2019 的 Total 数字化预算、合作伙伴与参展目标；最后恢复点后仍是截断片段。,"[[0, 1616], [1687, 2862], [2952, 2996]]","[{""start"": 1616, ""end"": 1687, ""text"": ""For more on the subject: Total's Innovation-Boosting Production Pilots ""}, {""start"": 2862, ""end"": 2952, ""text"": ""For more on the subject: Innovate or Disappear: Big Companies Look for the Right Solution ""}]",2835,1219,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-15,83beab24-2f9e-57e8-9bdf-0584d6565b40,https://www.cnbc.com/advertorial/2019/01/31/total-at-the-2019-ces-digital-inspiration.html,Total at the 2019 CES: Digital Inspiration,sources/FA25_SP26/final_dataset_cleaned.csv,85,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,7c13bf1c17f418021a509a4b0b2bf92eb9682b70d521aa680af4827ea9bfcec2,2996,1547,"and help us build the Total of tomorrow,"" summed up Patrick Pouyanné.",For more on the subject: CES 2019: The Epicenter of Innovative Technology,"[{""offset"": 1621, ""text"": ""\""5G will change everything – 5G is the promise of so much""}, {""offset"": 2624, ""text"": ""\""AI will prove data is the 'world's greatest natural resource,' enabling revolutions""}]",over_excludes_body,adopt_minimal_navigation_exclusions,两块链接后分别继续同篇 CES 的 5G 与 AI 演讲及 Total 的应用思考；引用不同公司的演讲属于该篇内容，不能因换了发言者就判为混篇。,"[[0, 1547], [1621, 2558], [2624, 2996]]","[{""start"": 1547, ""end"": 1621, ""text"": ""For more on the subject: CES 2019: The Epicenter of Innovative Technology ""}, {""start"": 2558, ""end"": 2624, ""text"": ""For more on the subject: Entrepreneurs Dedicated to Energy Access ""}]",2856,1309,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-16,63f69dad-9d9b-5c75-9d95-92af575789d2,https://www.cnbc.com/advertorial/2019/02/13/rd-priorities-cost-reduction-and-the-environment.html,R&D Priorities: Cost Reduction and the Environment,sources/FA25_SP26/final_dataset_cleaned.csv,86,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,b16c83eb0ecadcd689236406f9dd334c2efb92ff3b9f07eb74730135595f05cb,2999,1055,research projects produce 19 patent filings between 2014 and 2018. (See infographic).,For more on the subject: Five Barrels of Water for One Barrel,"[{""offset"": 1124, ""text"": ""The center is home to facilities where work ranges from basic research""}, {""offset"": 1973, ""text"": ""It takes five to ten years to complete an R&D project, depending""}]",over_excludes_body,adopt_minimal_navigation_exclusions,两块链接后继续 PERL 实验设施、开放创新、研发周期、环境方向与成本限制。,"[[0, 1055], [1124, 1872], [1973, 2999]]","[{""start"": 1055, ""end"": 1124, ""text"": ""For more on the subject: Five Barrels of Water for One Barrel of Oil ""}, {""start"": 1872, ""end"": 1973, ""text"": ""For more on the subject: Can R&D Solve the Daunting Challenges of Taking Carbon Out of the Equation? ""}]",2829,1774,0,exact_body_from_sha256_bound_baseline_csv,原文末尾省略；前缀 three areas 后及后文 Examples include: 后未见对应完整清单，保持抽取缺项风险。,not_assessed,ai,false,
pb-17,5d891ac9-fd3f-5a8f-8a71-9e08fda5159a,https://www.cnbc.com/advertorial/2019/05/02/how-natural-gas-will-help-make-beautiful-china-real.html,How natural gas will help make beautiful China real,sources/FA25_SP26/final_dataset_cleaned.csv,88,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,68341398b8d957b9bbaa1bb0ec6b760474bc3233ae277761f84a0151e4f67000,2996,1612,This spectacular growth will eventually add up to 25% of global demand.,For more on the subject: Energy needs and climate challenges: Gas on,"[{""offset"": 1691, ""text"": ""For Total, LNG2019 was an event not to be missed. Present in""}]",over_excludes_body,adopt_minimal_navigation_exclusions,相关链接之后继续 Total 在 LNG2019 的业务地位、对华 LNG 市场与 Guanghui 供气合同；同篇主体明确。,"[[0, 1612], [1691, 2996]]","[{""start"": 1612, ""end"": 1691, ""text"": ""For more on the subject: Energy needs and climate challenges: Gas on the march ""}]",2917,1305,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-18,58773e8b-3b66-5dfd-a5e4-7d79f6afcdd3,https://www.cnbc.com/advertorial/2019/06/11/polystyrene-focus-on-recycling.html,Polystyrene: Focus on Recycling,sources/FA25_SP26/final_dataset_cleaned.csv,89,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,4dcb228044e4f0902adbba15b9238e3dfdb98301d95f999f6f260b2b448f251c,2998,2289,"has been to show that there's a financial benefit to recycling polystyrene.""","For more on the subject: Climate and Waste, Plastic's Two Challenges In","[{""offset"": 2358, ""text"": ""In June 2018, as part of their voluntary commitments under the French""}]",over_excludes_body,adopt_minimal_navigation_exclusions,塑料气候与废物文章是链接标题；后文继续本篇法国聚苯乙烯回收联盟、参与公司及回收流程困难。,"[[0, 2289], [2358, 2998]]","[{""start"": 2289, ""end"": 2358, ""text"": ""For more on the subject: Climate and Waste, Plastic's Two Challenges ""}]",2929,640,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-19,5981b215-a15b-5034-a9c7-1b7fb918c507,https://www.cnbc.com/advertorial/2019/08/12/getting-ready-for-robot-operated-oil-rigs.html,Getting ready for robot-operated oil rigs,sources/FA25_SP26/final_dataset_cleaned.csv,92,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,4394c4f9c89d120880321c4771d44d194806748a2cf6f2bcd3fddbfb2f2ae6ff,2996,1238,"are located in isolated forests or deserts, or in the open sea.",For more on the subject: R&D Priorities: Cost Reduction and the Environment,"[{""offset"": 1314, ""text"": ""It was with these requirements in mind that the R&D team in""}, {""offset"": 2814, ""text"": ""In 2017, at the end of this first stage in the process,""}]",over_excludes_body,adopt_minimal_navigation_exclusions,两块链接后分别继续同篇 ARGOS 比赛、Taurob/ATEX 机器人和后续无人设施路线；2017 后续段末尾仍截断。,"[[0, 1238], [1314, 2724], [2814, 2996]]","[{""start"": 1238, ""end"": 1314, ""text"": ""For more on the subject: R&D Priorities: Cost Reduction and the Environment ""}, {""start"": 2724, ""end"": 2814, ""text"": ""For more on the subject: The Genius Robotics Upstarts That Are Making Energy Giants Safer ""}]",2830,1592,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
pb-20,261c863a-5f17-52cb-89e3-a746ef0b3f94,https://www.cnbc.com/advertorial/2019/10/28/total-plans-to-solarize-5000-service-stations-as-part-of-its-decarbonization-drive.html,"Total plans to solarize 5,000 service stations as part of its decarbonization drive",sources/FA25_SP26/final_dataset_cleaned.csv,93,logical_record_including_header,689f330321e42ea608070b2590fa24ee6c2bfb06dbc671941b1f0a927f4ceffa,4abfc15774b2d04ab3308d7fc6abc6378960e13dab0e6704c37aa54af01e6fd4,2996,1710,"and avoid more than 50,000 tons of carbon dioxide emissions a year.",For more on the subject: Total Gives Itself 15 Years to Make,"[{""offset"": 1817, ""text"": ""The project also represents a budget of several hundred million dollars. \""That""}, {""offset"": 2688, ""text"": ""In addition to solarizing service stations, Total is installing photovoltaic panels at""}]",over_excludes_body,adopt_minimal_navigation_exclusions,两块链接后继续本篇服务站太阳能预算、节费/覆盖比例及向厂区办公楼的扩展。不能把 linked 标题的 15 年/15% 或云观测当成此项目论证。,"[[0, 1710], [1817, 2637], [2688, 2996]]","[{""start"": 1710, ""end"": 1817, ""text"": ""For more on the subject: Total Gives Itself 15 Years to Make Its Products 15 Percent Less Carbon Intensive ""}, {""start"": 2637, ""end"": 2688, ""text"": ""For more on the subject: Watching the Clouds Go By ""}]",2838,1128,0,exact_body_from_sha256_bound_baseline_csv,原文在约 3000 字符处以省略号结束，保持 body_truncated_suspected；恢复区间不能证明全文完整。,not_assessed,ai,false,
